Transaction_ID,Date,Description,Amount,Transaction_Type,Category,Payment_Mode
T1281,2025-10-31,Bus Pass,2225,Expense,Transport,Cash
T0048,2025-11-01,Salary Credit,31928,Income,Salary,Bank Transfer
T0252,2025-11-01,Medical Store,3884,Expense,Healthcare,Bank Transfer
T0628,2025-11-01,Uber,1639,Expense,Transport,Bank Transfer
T1351,2025-11-01,College Fees,7723,Expense,Education,Credit Card
T1497,2025-11-01,Gas Bill,1332,Expense,Bills,Bank Transfer
T0230,2025-11-02,Monthly Salary,33158,Income,Salary,Bank Transfer
T0283,2025-11-02,Room Rent,9963,Expense,Rent,Debit Card
T0349,2025-11-02,Electricity Bill,4235,Expense,Bills,Debit Card
T1330,2025-11-02,Bus Pass,290,Expense,Transport,UPI
T1453,2025-11-02,Health Checkup,1142,Expense,Healthcare,Credit Card
T0829,2025-11-03,Gas Bill,1688,Expense,Bills,UPI
T1061,2025-11-03,Other Income,3182,Income,Other Income,Cash
T0805,2025-11-04,Interest,4684,Income,Other Income,Credit Card
T0098,2025-11-05,Doctor Consultation,2435,Expense,Healthcare,Cash
T0811,2025-11-05,Dinner,1169,Expense,Food,Cash
T1008,2025-11-05,Uber,496,Expense,Transport,Cash
T0324,2025-11-06,Swiggy,266,Expense,Food,UPI
T0713,2025-11-06,Gaming,2403,Expense,Entertainment,Debit Card
T0795,2025-11-06,Salary Credit,33426,Income,Salary,Debit Card
T0184,2025-11-07,Mobile Recharge,2353,Expense,Bills,Debit Card
T0232,2025-11-07,Spotify,2198,Expense,Entertainment,UPI
T0382,2025-11-07,PG Rent,18408,Expense,Rent,Bank Transfer
T0611,2025-11-07,Amazon,1129,Expense,Shopping,Credit Card
T0809,2025-11-07,Project Payment,11827,Income,Freelance,UPI
T0834,2025-11-07,Health Checkup,4909,Expense,Healthcare,UPI
T0921,2025-11-07,Cafe,1442,Expense,Food,Cash
T0025,2025-11-08,Books,9137,Expense,Education,Bank Transfer
T0540,2025-11-08,Interest,1478,Income,Other Income,UPI
T1468,2025-11-08,Restaurant,946,Expense,Food,Bank Transfer
T0256,2025-11-09,Course Fee,6647,Expense,Education,Cash
T0356,2025-11-09,Internet Bill,4871,Expense,Bills,Credit Card
T0701,2025-11-09,Stationery,772,Expense,Education,Debit Card
T1142,2025-11-09,Electronics,4395,Expense,Shopping,Bank Transfer
T0089,2025-11-10,PG Rent,19608,Expense,Rent,Bank Transfer
T0315,2025-11-10,Auto Rickshaw,1680,Expense,Transport,Cash
T0353,2025-11-10,Restaurant,1162,Expense,Food,Debit Card
T1014,2025-11-10,Cashback,4462,Income,Other Income,Bank Transfer
T1239,2025-11-10,Uber,2418,Expense,Transport,UPI
T0381,2025-11-11,Clothes,1554,Expense,Shopping,Cash
T0486,2025-11-11,Myntra,1265,Expense,Shopping,Debit Card
T0593,2025-11-11,Myntra,6173,Expense,Shopping,Debit Card
T0610,2025-11-11,Dinner,1438,Expense,Food,Debit Card
T0786,2025-11-11,House Rent,13310,Expense,Rent,Debit Card
T0847,2025-11-11,Cashback,4450,Income,Other Income,Credit Card
T1287,2025-11-11,Groceries,790,Expense,Groceries,Bank Transfer
T0078,2025-11-12,Groceries,303,Expense,Groceries,Credit Card
T0346,2025-11-12,Gaming,1477,Expense,Entertainment,Bank Transfer
T0501,2025-11-12,Monthly Salary,29945,Income,Salary,Bank Transfer
T0580,2025-11-12,Concert,1787,Expense,Entertainment,Bank Transfer
T0953,2025-11-12,Doctor Consultation,3808,Expense,Healthcare,UPI
T0266,2025-11-13,Freelance Work,4658,Income,Freelance,Debit Card
T0846,2025-11-13,Uber,371,Expense,Transport,Cash
T1373,2025-11-13,Online Course,5258,Expense,Education,UPI
T0431,2025-11-14,Course Fee,6802,Expense,Education,UPI
T0848,2025-11-14,Concert,849,Expense,Entertainment,Bank Transfer
T1006,2025-11-14,Electricity Bill,1814,Expense,Bills,Debit Card
T1333,2025-11-14,Reliance Smart,1383,Expense,Groceries,Bank Transfer
T0697,2025-11-15,Auto Rickshaw,1453,Expense,Transport,Debit Card
T0170,2025-11-16,Metro,1395,Expense,Transport,Bank Transfer
T1016,2025-11-16,Shoes,4909,Expense,Shopping,Cash
T1086,2025-11-16,Freelance Work,4077,Income,Freelance,Bank Transfer
T1259,2025-11-16,Salary Credit,43270,Income,Salary,Debit Card
T1280,2025-11-16,Train Ticket,2418,Expense,Transport,UPI
T0781,2025-11-17,Monthly Salary,44619,Income,Salary,UPI
T0969,2025-11-17,DMart,4846,Expense,Groceries,Credit Card
T1146,2025-11-17,Netflix,893,Expense,Entertainment,UPI
T1376,2025-11-17,House Rent,7410,Expense,Rent,Credit Card
T1474,2025-11-17,Mobile Recharge,4345,Expense,Bills,Credit Card
T0009,2025-11-18,Stationery,3450,Expense,Education,UPI
T0185,2025-11-18,Cashback,3030,Income,Other Income,Cash
T0507,2025-11-18,Medical Store,5390,Expense,Healthcare,UPI
T1315,2025-11-18,Uber,696,Expense,Transport,Debit Card
T1085,2025-11-19,Shoes,722,Expense,Shopping,Credit Card
T1314,2025-11-19,Amazon,3582,Expense,Shopping,Debit Card
T0465,2025-11-21,OTT Subscription,731,Expense,Entertainment,Cash
T0717,2025-11-21,Gaming,2238,Expense,Entertainment,Credit Card
T0114,2025-11-22,Doctor Consultation,3767,Expense,Healthcare,Debit Card
T0510,2025-11-22,College Fees,9056,Expense,Education,Cash
T1063,2025-11-22,Electronics,1522,Expense,Shopping,Cash
T1416,2025-11-22,Pizza,594,Expense,Food,Credit Card
T1438,2025-11-22,Health Checkup,1420,Expense,Healthcare,Credit Card
T1466,2025-11-22,Medicine,2214,Expense,Healthcare,Credit Card
T0091,2025-11-23,PG Rent,16268,Expense,Rent,Debit Card
T0660,2025-11-23,Stationery,5218,Expense,Education,Debit Card
T0901,2025-11-23,College Fees,3868,Expense,Education,UPI
T0978,2025-11-23,Spotify,869,Expense,Entertainment,UPI
T1093,2025-11-23,College Fees,4631,Expense,Education,UPI
T0001,2025-11-24,Gift Received,2506,Income,Other Income,Debit Card
T0301,2025-11-24,Zomato,1474,Expense,Food,Cash
T0484,2025-11-24,Groceries,3515,Expense,Groceries,Bank Transfer
T0597,2025-11-24,Books,9507,Expense,Education,Bank Transfer
T0682,2025-11-24,Room Rent,6796,Expense,Rent,Bank Transfer
T0867,2025-11-24,Online Course,9665,Expense,Education,Cash
T1039,2025-11-24,Books,3454,Expense,Education,Credit Card
T1141,2025-11-24,Health Checkup,2159,Expense,Healthcare,Debit Card
T0070,2025-11-25,PG Rent,6452,Expense,Rent,UPI
T0325,2025-11-25,OTT Subscription,963,Expense,Entertainment,Bank Transfer
T0393,2025-11-25,Reliance Smart,3433,Expense,Groceries,Cash
T0424,2025-11-25,House Rent,19747,Expense,Rent,UPI
T0261,2025-11-26,Electronics,6057,Expense,Shopping,Bank Transfer
T0707,2025-11-26,PG Rent,19957,Expense,Rent,Cash
T1295,2025-11-26,Medical Store,653,Expense,Healthcare,UPI
T1310,2025-11-26,Pizza,264,Expense,Food,Cash
T0304,2025-11-27,Groceries,565,Expense,Groceries,Bank Transfer
T0470,2025-11-27,Reliance Smart,3826,Expense,Groceries,UPI
T0575,2025-11-27,Amazon,7714,Expense,Shopping,Credit Card
T1062,2025-11-27,Ola,619,Expense,Transport,Bank Transfer
T1385,2025-11-27,DMart,1621,Expense,Groceries,Credit Card
T0373,2025-11-28,Amazon,6334,Expense,Shopping,Credit Card
T0477,2025-11-28,Monthly Salary,44908,Income,Salary,Debit Card
T0738,2025-11-28,Gas Bill,2656,Expense,Bills,UPI
T1384,2025-11-28,Medical Store,4253,Expense,Healthcare,Bank Transfer
T1401,2025-11-28,Amazon,7251,Expense,Shopping,Debit Card
T0195,2025-11-29,Amazon,604,Expense,Shopping,Credit Card
T0888,2025-11-29,Concert,870,Expense,Entertainment,UPI
T0963,2025-11-29,Groceries,1115,Expense,Groceries,Credit Card
T1055,2025-11-29,Project Payment,9552,Income,Freelance,Cash
T1413,2025-11-29,Internet Bill,990,Expense,Bills,UPI
T0253,2025-11-30,Doctor Consultation,706,Expense,Healthcare,Cash
T0055,2025-12-01,PG Rent,16868,Expense,Rent,UPI
T0869,2025-12-01,Gaming,1719,Expense,Entertainment,Credit Card
T0169,2025-12-02,Petrol,1135,Expense,Transport,Credit Card
T0294,2025-12-02,Metro,1557,Expense,Transport,Cash
T0658,2025-12-02,Movie,1814,Expense,Entertainment,Cash
T0663,2025-12-02,Freelance Work,14193,Income,Freelance,Credit Card
T0714,2025-12-02,Course Fee,1189,Expense,Education,Debit Card
T0827,2025-12-02,Restaurant,1411,Expense,Food,Cash
T0975,2025-12-02,Myntra,855,Expense,Shopping,Bank Transfer
T1372,2025-12-02,Groceries,4287,Expense,Groceries,Credit Card
T0661,2025-12-03,Myntra,1099,Expense,Shopping,Cash
T0920,2025-12-03,Netflix,1600,Expense,Entertainment,Debit Card
T0929,2025-12-03,Medicine,2781,Expense,Healthcare,Bank Transfer
T1105,2025-12-03,Gas Bill,1297,Expense,Bills,UPI
T0529,2025-12-04,Gas Bill,4474,Expense,Bills,Debit Card
T0722,2025-12-04,House Rent,14172,Expense,Rent,UPI
T0918,2025-12-04,Monthly Salary,29024,Income,Salary,Debit Card
T0404,2025-12-05,Reliance Smart,2554,Expense,Groceries,UPI
T0446,2025-12-05,Spotify,401,Expense,Entertainment,UPI
T0613,2025-12-05,Electricity Bill,706,Expense,Bills,Cash
T0803,2025-12-05,Ola,1889,Expense,Transport,Bank Transfer
T0872,2025-12-05,Ola,733,Expense,Transport,Cash
T0962,2025-12-05,College Fees,612,Expense,Education,Credit Card
T1108,2025-12-05,Medicine,3697,Expense,Healthcare,Credit Card
T1271,2025-12-05,Internet Bill,995,Expense,Bills,UPI
T0202,2025-12-06,Swiggy,1711,Expense,Food,Credit Card
T0686,2025-12-06,Clothes,7104,Expense,Shopping,UPI
T0218,2025-12-07,Electronics,7861,Expense,Shopping,Cash
T0383,2025-12-07,Gas Bill,970,Expense,Bills,Bank Transfer
T0517,2025-12-07,Amazon,3546,Expense,Shopping,Credit Card
T1194,2025-12-07,Books,6409,Expense,Education,Cash
T1357,2025-12-07,Project Payment,5274,Income,Freelance,Cash
T0064,2025-12-08,Other Income,1766,Income,Other Income,Debit Card
T0088,2025-12-08,Room Rent,11198,Expense,Rent,Cash
T0234,2025-12-08,Water Bill,748,Expense,Bills,UPI
T0379,2025-12-08,Freelance Work,8642,Income,Freelance,Bank Transfer
T1204,2025-12-08,Electronics,7294,Expense,Shopping,Cash
T1236,2025-12-08,Monthly Salary,34730,Income,Salary,Bank Transfer
T1277,2025-12-08,Movie,1885,Expense,Entertainment,Debit Card
T0035,2025-12-09,House Rent,17851,Expense,Rent,Bank Transfer
T0118,2025-12-09,Coffee,765,Expense,Food,Debit Card
T0425,2025-12-09,Salary Credit,32505,Income,Salary,Debit Card
T0413,2025-12-10,Doctor Consultation,2927,Expense,Healthcare,Credit Card
T0735,2025-12-10,Freelance Work,6695,Income,Freelance,Credit Card
T0951,2025-12-10,Course Fee,3420,Expense,Education,Credit Card
T1072,2025-12-10,Monthly Salary,28514,Income,Salary,Debit Card
T1148,2025-12-10,Lunch,683,Expense,Food,Debit Card
T1102,2025-12-11,Monthly Salary,41475,Income,Salary,UPI
T0080,2025-12-12,Doctor Consultation,5597,Expense,Healthcare,UPI
T1174,2025-12-12,Zomato,884,Expense,Food,Credit Card
T0506,2025-12-13,Shoes,5480,Expense,Shopping,Credit Card
T0695,2025-12-13,Uber,237,Expense,Transport,UPI
T1152,2025-12-13,Electricity Bill,2971,Expense,Bills,Debit Card
T1326,2025-12-13,Clothes,6791,Expense,Shopping,Debit Card
T1393,2025-12-13,House Rent,19218,Expense,Rent,UPI
T0270,2025-12-14,Health Checkup,2508,Expense,Healthcare,Cash
T0303,2025-12-14,Restaurant,237,Expense,Food,Debit Card
T1249,2025-12-14,Coffee,1476,Expense,Food,UPI
T1450,2025-12-14,Books,745,Expense,Education,UPI
T0020,2025-12-15,Petrol,1613,Expense,Transport,Bank Transfer
T0341,2025-12-15,Amazon,3526,Expense,Shopping,Credit Card
T0365,2025-12-15,Restaurant,933,Expense,Food,Cash
T0520,2025-12-15,Lunch,1773,Expense,Food,UPI
T1462,2025-12-15,Books,9887,Expense,Education,Bank Transfer
T0022,2025-12-16,OTT Subscription,1493,Expense,Entertainment,UPI
T0533,2025-12-16,Medical Store,336,Expense,Healthcare,Bank Transfer
T0578,2025-12-16,Books,3366,Expense,Education,Credit Card
T0844,2025-12-16,Water Bill,1935,Expense,Bills,Debit Card
T0916,2025-12-16,House Rent,16044,Expense,Rent,Credit Card
T1304,2025-12-16,Spotify,1586,Expense,Entertainment,Cash
T0014,2025-12-17,Cafe,1783,Expense,Food,UPI
T0111,2025-12-17,Metro,2368,Expense,Transport,UPI
T0290,2025-12-17,Doctor Consultation,1304,Expense,Healthcare,UPI
T0438,2025-12-17,Room Rent,16782,Expense,Rent,UPI
T0655,2025-12-17,Salary Credit,37059,Income,Salary,Credit Card
T1081,2025-12-17,Gaming,316,Expense,Entertainment,Credit Card
T1173,2025-12-17,Project Payment,2898,Income,Freelance,Bank Transfer
T0141,2025-12-18,OTT Subscription,910,Expense,Entertainment,Cash
T0183,2025-12-18,Coffee,686,Expense,Food,Debit Card
T0647,2025-12-19,Salary Credit,29626,Income,Salary,Debit Card
T0981,2025-12-19,Shoes,7231,Expense,Shopping,Bank Transfer
T1232,2025-12-19,Flipkart,1366,Expense,Shopping,UPI
T0122,2025-12-20,Health Checkup,341,Expense,Healthcare,UPI
T0180,2025-12-20,Spotify,1675,Expense,Entertainment,Cash
T0199,2025-12-20,Health Checkup,2134,Expense,Healthcare,Credit Card
T0904,2025-12-20,Myntra,6614,Expense,Shopping,UPI
T1079,2025-12-20,Gift Received,4308,Income,Other Income,Bank Transfer
T1230,2025-12-20,Medicine,1610,Expense,Healthcare,Credit Card
T1306,2025-12-20,Internet Bill,4827,Expense,Bills,Cash
T0267,2025-12-21,Electronics,3885,Expense,Shopping,UPI
T0296,2025-12-21,PG Rent,19126,Expense,Rent,UPI
T0464,2025-12-21,Project Payment,10180,Income,Freelance,Debit Card
T0459,2025-12-22,Books,6824,Expense,Education,Credit Card
T0959,2025-12-22,Dinner,1293,Expense,Food,Bank Transfer
T1140,2025-12-22,Doctor Consultation,1888,Expense,Healthcare,Debit Card
T1491,2025-12-22,Monthly Salary,42480,Income,Salary,UPI
T0407,2025-12-23,Myntra,3383,Expense,Shopping,Debit Card
T0415,2025-12-23,Water Bill,2260,Expense,Bills,Bank Transfer
T0621,2025-12-23,Train Ticket,1458,Expense,Transport,Bank Transfer
T0637,2025-12-23,Mobile Recharge,2761,Expense,Bills,Cash
T1123,2025-12-23,Train Ticket,1521,Expense,Transport,Cash
T1469,2025-12-23,Groceries,964,Expense,Groceries,UPI
T1312,2025-12-24,Auto Rickshaw,1773,Expense,Transport,Bank Transfer
T0108,2025-12-25,Books,2176,Expense,Education,Debit Card
T0518,2025-12-25,DMart,1079,Expense,Groceries,UPI
T0630,2025-12-25,PG Rent,7843,Expense,Rent,Cash
T0728,2025-12-25,PG Rent,19812,Expense,Rent,Bank Transfer
T0890,2025-12-25,Internet Bill,458,Expense,Bills,Debit Card
T1051,2025-12-25,Course Fee,7726,Expense,Education,Cash
T1303,2025-12-25,Stationery,7243,Expense,Education,Cash
T1412,2025-12-25,Gas Bill,3922,Expense,Bills,Credit Card
T0067,2025-12-26,Salary Credit,35288,Income,Salary,Debit Card
T0120,2025-12-26,House Rent,14464,Expense,Rent,Debit Card
T0125,2025-12-26,Movie,1044,Expense,Entertainment,UPI
T0435,2025-12-26,Health Checkup,5483,Expense,Healthcare,Credit Card
T0468,2025-12-26,Room Rent,16455,Expense,Rent,UPI
T0505,2025-12-26,Mobile Recharge,2938,Expense,Bills,Debit Card
T0685,2025-12-26,Pizza,961,Expense,Food,UPI
T0718,2025-12-26,Salary Credit,32602,Income,Salary,Cash
T1069,2025-12-26,Online Course,6952,Expense,Education,Cash
T1228,2025-12-26,Petrol,1936,Expense,Transport,UPI
T0380,2025-12-27,Train Ticket,1258,Expense,Transport,Credit Card
T0590,2025-12-27,Shoes,1842,Expense,Shopping,Cash
T1170,2025-12-27,Online Course,322,Expense,Education,UPI
T1176,2025-12-27,Interest,1633,Income,Other Income,Credit Card
T0166,2025-12-28,Vegetables,1546,Expense,Groceries,Cash
T0279,2025-12-28,Zomato,138,Expense,Food,Credit Card
T1015,2025-12-28,Course Fee,8908,Expense,Education,Bank Transfer
T1030,2025-12-28,Pizza,947,Expense,Food,UPI
T1342,2025-12-28,Petrol,217,Expense,Transport,Cash
T1397,2025-12-28,Freelance Payment,14382,Income,Freelance,UPI
T0541,2025-12-29,Monthly Salary,44266,Income,Salary,Credit Card
T0731,2025-12-30,Shoes,4744,Expense,Shopping,Credit Card
T0732,2025-12-30,Project Payment,9870,Income,Freelance,Bank Transfer
T0745,2025-12-30,Restaurant,760,Expense,Food,Bank Transfer
T1332,2025-12-30,Swiggy,619,Expense,Food,Bank Transfer
T0212,2025-12-31,Uber,1369,Expense,Transport,Bank Transfer
T1077,2025-12-31,Groceries,3306,Expense,Groceries,UPI
T1191,2025-12-31,Flipkart,7175,Expense,Shopping,Debit Card
